企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,2024资产总收入,2024负债总数,2024资产负债率,实际授信额度,实际授信额度区间
汇通科技有限公司006082,9.1335547e+017,0,0,市级,4,1,2,6767,24602958,14655107,0.5957,10400,"(7318.0, 11047.0]"
瑞丰信息股份有限公司006083,9.1381278075599971e+017,1,0,,7,1,7,343434,43312424,23613008,0.5452,22290,"(21190.0, 24530.0]"
远航科技集团有限公司006084,9.136676e+017,1,1,市级,,5,3,6767,19974483,12630215,0.6323,27420,"(24530.0, 27972.0]"
创元贸易有限责任公司006085,9.131071282611e+017,0,1,,6,5,,6767,10099664,588431,0.0583,15660,"(14492.0, 17830.0]"
天成医药有限公司006086,9.137757e+017,1,1,,1,7,,-2323432,22354605,16395707,0.7334,3950,"(3620.0, 7318.0]"
创元贸易集团有限公司006087,9.1352806438856e+017,1,1,县级,2,,5,-2323432,11768311,10104466,0.8586,3980,"(3620.0, 7318.0]"
鼎盛食品有限责任公司006088,9.1369118e+017,1,0,国家级,,3,1,5656,33701422,12691874,0.3766,29710,"(27972.0, 31390.0]"
华泰电子股份有限公司006089,9.13849643e+017,0,0,,4,1,5,565656,21507937,4466103,0.2076,26850,"(24530.0, 27972.0]"
创元纺织有限责任公司006090,9.13895693132e+017,0,0,市级,6,4,4,676767,47733039,33488697,0.7016,32000,"(31390.0, 35000.0]"
联创智能有限公司006091,9.13880695891317e+017,1,0,省级,4,6,2,5656,4263690,759451,0.1781,33090,"(31390.0, 35000.0]"
远航环保有限公司006092,9.1366966267e+017,,1,,4,1,3,6767,36248936,24492895,0.6757,33030,"(31390.0, 35000.0]"
汇通物流集团有限公司006093,9.136730e+017,0,0,县级,2,7,,565656,18233457,14479389,0.7941,26170,"(24530.0, 27972.0]"
华信食品有限公司006094,9.13058e+017,0,1,县级,2,2,1,565656,1085177,666038,0.6138,24350,"(21190.0, 24530.0]"
汇通电子有限责任公司006095,9.1310301279996515e+017,0,1,,2,2,7,343434,23959370,4511117,0.1883,11190,"(11047.0, 14492.0]"
创元网络有限公司006096,9.1344976322801e+017,0,1,省级,4,5,7,676767,39706751,21460897,0.5405,19220,"(17830.0, 21190.0]"
联创装备集团有限公司006097,9.135108895837112e+017,1,1,市级,7,1,1,5656,14067499,6694512,0.4759,20470,"(17830.0, 21190.0]"
博雅机械有限责任公司006098,9.1359e+017,0,1,市级,6,,5,-3434545,24193568,21320079,0.8812,27730,"(24530.0, 27972.0]"
宏达贸易股份有限公司006099,9.1392495742e+017,1,1,,2,1,3,343434,1093666,256681,0.2347,25960,"(24530.0, 27972.0]"
启明纺织股份有限公司006100,9.13401785e+017,1,,,4,2,,565656,13386731,11928345,0.8911,30570,"(27972.0, 31390.0]"
远航食品集团有限公司006101,9.138959e+017,0,0,市级,4,1,5,5656,25829983,16518729,0.6395,12980,"(11047.0, 14492.0]"
天成电子股份有限公司006102,9.1319379311060094e+017,1,1,省级,1,,7,-2323432,6404241,4488662,0.7009,5480,"(3620.0, 7318.0]"
华泰科技有限责任公司006103,9.1375e+017,0,1,县级,5,,3,6767,27050782,8027557,0.2968,14670,"(14492.0, 17830.0]"
汇通智能有限责任公司006104,9.1392e+017,1,1,国家级,4,6,,-2323432,42987377,28707806,0.6678,29840,"(27972.0, 31390.0]"
星河信息股份有限公司006105,9.1364971e+017,0,0,,,2,7,6767,12017468,9117166,0.7587,32010,"(31390.0, 35000.0]"
星河物流集团有限公司006106,9.13992e+017,,0,县级,3,5,5,5656,3746396,2042662,0.5452,2210,"(49.999, 3620.0]"
华信科技有限公司006107,9.139326e+017,1,1,市级,6,7,,343434,11179407,6758659,0.6046,23430,"(21190.0, 24530.0]"
远航电子有限公司006108,9.13745e+017,0,0,市级,6,7,4,5656,38375007,27154386,0.7076,27060,"(24530.0, 27972.0]"
金鼎能源有限责任公司006109,9.13583946155e+017,1,0,市级,7,7,7,676767,35569236,19234125,0.5408,29890,"(27972.0, 31390.0]"
嘉禾信息股份有限公司006110,9.1375098292264442e+017,1,,省级,1,5,5,6767,4599102,2978947,0.6477,15270,"(14492.0, 17830.0]"
华信环保有限公司006111,9.1323672728121e+017,0,1,市级,,,3,-3434545,29118102,24927846,0.8561,24750,"(24530.0, 27972.0]"
永泰材料集团有限公司006112,9.1395900123501996e+017,0,1,省级,3,3,7,565656,42068601,38500281,0.9152,15950,"(14492.0, 17830.0]"
盛世化工股份有限公司006113,9.139100931e+017,0,0,,6,4,2,-3434545,34685479,23861351,0.6879,24670,"(24530.0, 27972.0]"
联创建设有限责任公司006114,9.1313531723e+017,1,0,县级,2,4,,565,11444267,6950322,0.6073,5980,"(3620.0, 7318.0]"
中原建设集团有限公司006115,9.133577814e+017,,0,市级,1,6,5,6767,36553509,23515701,0.6433,5470,"(3620.0, 7318.0]"
华信环保有限公司006116,9.135417686919e+017,1,1,市级,4,4,,-3434545,45889384,41609550,0.9067,17660,"(14492.0, 17830.0]"
星河物流股份有限公司006117,9.137173e+017,,0,省级,6,3,7,343434,31679507,3468452,0.1095,20290,"(17830.0, 21190.0]"
宏达纺织集团有限公司006118,9.1316367e+017,0,0,市级,7,2,5,6767,30060692,28360354,0.9434,28360,"(27972.0, 31390.0]"
创元网络有限责任公司006119,9.13438773e+017,0,0,国家级,4,4,,5656,4121018,2644164,0.6416,3000,"(49.999, 3620.0]"
联创物流有限公司006120,9.1312036487e+017,1,1,县级,6,3,4,5656,41257011,30155114,0.7309,10070,"(7318.0, 11047.0]"
永泰机械集团有限公司006121,9.138053454426021e+017,0,0,省级,2,3,6,343434,43489278,6565551,0.151,22310,"(21190.0, 24530.0]"
盛世网络股份有限公司006122,9.1369e+017,0,1,省级,3,6,,565656,32133502,24030932,0.7478,15470,"(14492.0, 17830.0]"
永泰化工有限责任公司006123,9.135095251e+017,0,,国家级,3,1,1,565656,20109317,14110877,0.7017,31420,"(31390.0, 35000.0]"
盛世建设有限公司006124,9.1369315972079e+017,1,0,省级,6,2,1,565656,4831511,1295485,0.2681,26420,"(24530.0, 27972.0]"
博雅智能有限公司006125,9.1349753337505e+017,1,1,县级,2,1,4,565656,11399606,7384666,0.6478,12750,"(11047.0, 14492.0]"
华信物流股份有限公司006126,9.1358312868741e+017,1,1,市级,1,7,,565656,15292952,3525926,0.2306,20050,"(17830.0, 21190.0]"
远航材料股份有限公司006127,9.132137638810113e+017,1,,省级,,5,1,343434,13337066,3505713,0.2629,10020,"(7318.0, 11047.0]"
永泰装备股份有限公司006128,9.1385e+017,0,1,省级,3,6,5,5656,4552714,3021601,0.6637,32510,"(31390.0, 35000.0]"
华信电子集团有限公司006129,9.1378670017e+017,1,0,国家级,6,7,,6767,20889130,1345225,0.0644,25900,"(24530.0, 27972.0]"
华信医药有限责任公司006130,9.1371620197001920e+017,1,1,县级,,3,1,676767,27839961,24795607,0.8906,2080,"(49.999, 3620.0]"
金鼎材料集团有限公司006131,9.1346776e+017,1,1,市级,6,2,2,6767,6069874,319204,0.0526,25110,"(24530.0, 27972.0]"
嘉禾电子有限责任公司006132,9.1350662080000e+017,0,0,国家级,,1,2,5656,24203915,15087615,0.6234,12830,"(11047.0, 14492.0]"
华信物流有限责任公司006133,9.1380e+017,0,0,县级,3,5,1,565656,43766895,22774242,0.5204,23150,"(21190.0, 24530.0]"
华信纺织有限公司006134,9.132588043e+017,1,0,,4,2,4,676767,29770779,3512697,0.118,24380,"(21190.0, 24530.0]"
华信网络股份有限公司006135,9.13019531714e+017,0,,国家级,4,6,1,-2323432,48884681,45030061,0.9211,3230,"(49.999, 3620.0]"
天成智能股份有限公司006136,9.1349268427874666e+017,1,1,,5,3,2,565,38206717,24493657,0.6411,1780,"(49.999, 3620.0]"
启明网络有限公司006137,9.1329e+017,1,1,国家级,1,4,5,565,48072059,6654407,0.1384,28080,"(27972.0, 31390.0]"
盛世能源集团有限公司006138,9.1339185341211e+017,0,1,县级,7,7,4,676767,43309879,35357633,0.8164,27090,"(24530.0, 27972.0]"
金鼎物流有限责任公司006139,9.1350884955e+017,0,,县级,,3,,565,45305035,19219965,0.4242,18910,"(17830.0, 21190.0]"
天成智能有限责任公司006140,9.1390e+017,0,0,国家级,5,7,6,565656,3799126,851147,0.224,15150,"(14492.0, 17830.0]"
远航化工集团有限公司006141,9.1375948821408e+017,0,0,县级,5,1,4,676767,41836974,26144955,0.6249,10610,"(7318.0, 11047.0]"
金鼎装备有限责任公司006142,9.13474506989e+017,,1,市级,5,3,4,-3434545,27140863,14871732,0.5479,31630,"(31390.0, 35000.0]"
华信物流集团有限公司006143,9.13479413731e+017,1,0,国家级,5,3,,6767,35394192,3990894,0.1128,14600,"(14492.0, 17830.0]"
华信生物有限责任公司006144,9.13611861e+017,1,,市级,1,4,1,565656,31768033,25680133,0.8084,10720,"(7318.0, 11047.0]"
瑞丰建设有限公司006145,9.1398465783e+017,1,,县级,,6,2,676767,49777676,21052067,0.4229,28680,"(27972.0, 31390.0]"
天成电子股份有限公司006146,9.13989116527e+017,1,0,县级,1,,,676767,24953658,22501825,0.9017,32550,"(31390.0, 35000.0]"
华信医药有限公司006147,9.133099439e+017,1,0,省级,5,5,,676767,33252668,7235916,0.2176,24690,"(24530.0, 27972.0]"
鼎盛医药有限公司006148,9.132311232300e+017,0,0,县级,1,,7,343434,38570532,6019095,0.1561,8710,"(7318.0, 11047.0]"
联创医药有限公司006149,9.137692279806e+017,1,0,国家级,5,3,,6767,38352739,16209759,0.4226,28670,"(27972.0, 31390.0]"
天成贸易有限公司006150,9.136880017e+017,1,1,县级,2,1,2,6767,18752911,15766513,0.8408,27040,"(24530.0, 27972.0]"
创元物流有限公司006151,9.1398070138e+017,1,0,县级,7,4,2,5656,2217398,2032318,0.9165,25150,"(24530.0, 27972.0]"
盛世装备集团有限公司006152,9.13165754335470e+017,1,1,国家级,3,1,3,676767,13707016,773138,0.0564,6600,"(3620.0, 7318.0]"
华信能源有限公司006153,9.13952818513e+017,1,1,县级,5,2,6,-3434545,18352569,11298783,0.6157,16690,"(14492.0, 17830.0]"
盛世机械股份有限公司006154,9.1304396922995269e+017,0,0,国家级,4,7,7,-2323432,36818889,3866619,0.105,31090,"(27972.0, 31390.0]"
华泰贸易有限责任公司006155,9.13165471e+017,0,0,,,2,,5656,16775138,1876726,0.1119,15130,"(14492.0, 17830.0]"
嘉禾建设有限责任公司006156,9.135229060374928e+017,0,0,省级,7,3,7,5656,9944451,4932238,0.496,18860,"(17830.0, 21190.0]"
博雅物流有限责任公司006157,9.1303e+017,1,0,国家级,2,1,7,5656,47805112,35007980,0.7323,20660,"(17830.0, 21190.0]"
博雅物流有限公司006158,9.1341754623418775e+017,0,1,县级,,4,,676767,13675567,2265603,0.1657,24380,"(21190.0, 24530.0]"
启明建设有限责任公司006159,9.13415371007647e+017,1,0,市级,3,3,7,565656,41515698,19963682,0.4809,1800,"(49.999, 3620.0]"
金鼎机械有限公司006160,9.1342090000e+017,0,1,县级,6,3,1,676767,6205571,5399748,0.8701,33560,"(31390.0, 35000.0]"
金鼎生物股份有限公司006161,9.13557313785624e+017,0,,县级,2,5,1,343434,34502866,23459086,0.6799,15770,"(14492.0, 17830.0]"
星河纺织有限责任公司006162,9.1329093691e+017,0,1,县级,,2,6,565656,40421362,5087682,0.1259,33080,"(31390.0, 35000.0]"
远航网络股份有限公司006163,9.133693555212509e+017,0,1,省级,3,,4,6767,23119924,14624480,0.6325,11720,"(11047.0, 14492.0]"
金鼎电子有限公司006164,9.13419828026e+017,0,0,市级,6,5,5,565,13807874,1559459,0.1129,9770,"(7318.0, 11047.0]"
天成医药有限公司006165,9.1340976663096825e+017,,0,市级,,3,5,5656,21965308,11029935,0.5022,28580,"(27972.0, 31390.0]"
中原网络有限责任公司006166,9.139549e+017,1,0,国家级,2,6,1,676767,38600197,22788558,0.5904,4460,"(3620.0, 7318.0]"
汇通科技有限责任公司006167,9.1308322984e+017,1,0,市级,4,3,7,565656,48320511,16808129,0.3478,29860,"(27972.0, 31390.0]"
远航装备有限公司006168,9.1345525774079495e+017,1,0,省级,,3,6,565656,28926285,10539605,0.3644,21190,"(17830.0, 21190.0]"
星河医药有限公司006169,9.1390107930518e+017,1,1,,,6,5,-3434545,49631389,25391350,0.5116,19010,"(17830.0, 21190.0]"
鼎盛纺织有限公司006170,9.1331090e+017,0,1,省级,2,1,,676767,21719177,15162892,0.6981,3470,"(49.999, 3620.0]"
创元贸易集团有限公司006171,9.13234992019950e+017,,0,国家级,,1,4,565656,28000818,15243002,0.5444,8990,"(7318.0, 11047.0]"
远航医药股份有限公司006172,9.13468e+017,1,1,市级,6,5,5,343434,5539346,2903754,0.5242,16290,"(14492.0, 17830.0]"
金鼎医药股份有限公司006173,9.137276324857844e+017,0,0,市级,6,,2,6767,49600953,5822600,0.1174,32850,"(31390.0, 35000.0]"
华信纺织有限公司006174,9.131139e+017,,0,,6,1,3,565,17943648,10573263,0.5892,28040,"(27972.0, 31390.0]"
华信电子有限公司006175,9.1339553189611e+017,0,1,国家级,4,5,1,-2323432,14410098,12119484,0.841,24200,"(21190.0, 24530.0]"
创元医药集团有限公司006176,9.1367490073e+017,1,0,省级,4,1,4,343434,15031978,11400574,0.7584,17600,"(14492.0, 17830.0]"
天成生物股份有限公司006177,9.13422951e+017,1,0,国家级,4,6,5,676767,12483912,7928033,0.6351,7960,"(7318.0, 11047.0]"
博雅信息有限责任公司006178,9.13133316325e+017,0,,,4,,5,5656,40774149,17966971,0.4406,33380,"(31390.0, 35000.0]"
创元能源有限公司006179,9.134563970881832e+017,0,1,省级,4,6,5,6767,25174937,20456561,0.8126,11910,"(11047.0, 14492.0]"
天成建设有限责任公司006180,9.1353208e+017,1,0,县级,5,5,,565656,47402941,17213514,0.3631,28810,"(27972.0, 31390.0]"
联创纺织集团有限公司006181,9.1357055e+017,1,1,省级,5,,1,565656,19413783,9130327,0.4703,5470,"(3620.0, 7318.0]"
联创环保股份有限公司006182,9.1348960567462e+017,0,0,省级,,3,2,565,30755419,15827257,0.5146,10790,"(7318.0, 11047.0]"
嘉禾信息集团有限公司006183,9.136629164987e+017,1,0,省级,3,7,4,-3434545,19564390,5422068,0.2771,25990,"(24530.0, 27972.0]"
博雅化工有限责任公司006184,9.13145691e+017,1,0,市级,7,1,,5656,16859028,15668712,0.9294,25990,"(24530.0, 27972.0]"
宏达材料股份有限公司006185,9.136238e+017,0,0,县级,1,2,5,-3434545,15563171,6906483,0.4438,33400,"(31390.0, 35000.0]"
创元能源集团有限公司006186,9.13347545538e+017,1,1,国家级,4,4,,-3434545,43096391,20253064,0.4699,32930,"(31390.0, 35000.0]"
盛世化工股份有限公司006187,9.13428320e+017,0,1,,7,2,6,-3434545,7234252,2767752,0.3826,4840,"(3620.0, 7318.0]"
瑞丰能源有限责任公司006188,9.13395e+017,1,1,国家级,6,3,,565656,1029441,469415,0.456,11250,"(11047.0, 14492.0]"
盛世机械集团有限公司006189,9.136818991e+017,0,0,省级,2,5,6,565,14585207,4217132,0.2891,28930,"(27972.0, 31390.0]"
远航环保有限责任公司006190,9.136099e+017,1,1,县级,,4,6,676767,33270919,6980959,0.2098,14120,"(11047.0, 14492.0]"
华泰食品有限公司006191,9.138528070001461e+017,0,0,市级,6,1,1,6767,23247057,4908426,0.2111,14110,"(11047.0, 14492.0]"
华泰食品集团有限公司006192,9.1371003e+017,1,0,国家级,4,3,6,5656,22384264,4783459,0.2137,9920,"(7318.0, 11047.0]"
宏达能源有限公司006193,9.13026095874e+017,1,0,,7,1,7,676767,17241777,1269163,0.0736,28170,"(27972.0, 31390.0]"
博雅科技有限公司006194,9.13773987336366e+017,1,1,,,4,2,5656,19708642,15187389,0.7706,13270,"(11047.0, 14492.0]"
金鼎生物有限公司006195,9.134865692e+017,1,0,省级,7,4,7,-3434545,29293236,3260677,0.1113,18030,"(17830.0, 21190.0]"
永泰化工集团有限公司006196,9.131491976727285e+017,0,0,省级,5,1,1,6767,10989098,3018453,0.2747,23210,"(21190.0, 24530.0]"
博雅贸易有限责任公司006197,9.134788382039164e+017,0,1,,,2,7,-2323432,23507963,11656631,0.4959,32000,"(31390.0, 35000.0]"
联创装备有限公司006198,9.135986898094737e+017,1,0,省级,3,6,2,-2323432,17240300,7202678,0.4178,31920,"(31390.0, 35000.0]"
瑞丰环保集团有限公司006199,9.1383864230e+017,0,0,市级,3,5,2,565656,14330505,8322120,0.5807,6140,"(3620.0, 7318.0]"
宏达智能股份有限公司006200,9.1373755879894987e+017,1,1,县级,3,,,-2323432,31279985,1652934,0.0528,31480,"(31390.0, 35000.0]"
创元材料有限公司006201,9.1330173242e+017,,0,省级,4,3,,-3434545,40951928,14093747,0.3442,20380,"(17830.0, 21190.0]"
中原能源有限公司006202,9.132179e+017,0,1,,4,,7,-3434545,46668864,16617666,0.3561,8890,"(7318.0, 11047.0]"
天成贸易有限责任公司006203,9.134476350952e+017,1,0,省级,7,2,6,-2323432,3392148,2120479,0.6251,14050,"(11047.0, 14492.0]"
华泰网络集团有限公司006204,9.1388759589541238e+017,1,0,省级,7,3,4,565,45432098,40285345,0.8867,10160,"(7318.0, 11047.0]"
启明化工股份有限公司006205,9.1304142752e+017,0,0,省级,5,4,4,6767,29997609,5998286,0.2,31000,"(27972.0, 31390.0]"
远航机械股份有限公司006206,9.131268915588330e+017,,0,省级,5,3,5,-3434545,32474904,16679524,0.5136,23320,"(21190.0, 24530.0]"
启明生物有限公司006207,9.136176794220045e+017,1,0,市级,5,,2,6767,3079246,792483,0.2574,26870,"(24530.0, 27972.0]"
宏达装备有限责任公司006208,9.135291e+017,1,0,市级,3,6,6,676767,7424227,1797300,0.2421,16060,"(14492.0, 17830.0]"
联创能源有限责任公司006209,9.1389308809440834e+017,0,1,省级,6,4,,5656,40362572,12294215,0.3046,17720,"(14492.0, 17830.0]"
汇通生物有限责任公司006210,9.1377514062e+017,0,1,县级,2,4,,343434,47427494,5497103,0.1159,30600,"(27972.0, 31390.0]"
华信网络股份有限公司006211,9.132576785997628e+017,1,0,市级,5,,3,5656,34483021,31304830,0.9078,21390,"(21190.0, 24530.0]"
启明网络集团有限公司006212,9.1321464684297e+017,,0,,4,6,6,565656,16557251,8294372,0.501,17470,"(14492.0, 17830.0]"
宏达环保有限公司006213,9.1313297173631e+017,1,,县级,6,6,1,676767,7602762,5537633,0.7284,9510,"(7318.0, 11047.0]"
中原纺织有限责任公司006214,9.133499e+017,0,1,县级,1,2,4,5656,6975221,416197,0.0597,13870,"(11047.0, 14492.0]"
启明食品股份有限公司006215,9.1361458e+017,1,0,市级,4,3,,565,15387116,5975578,0.3883,14130,"(11047.0, 14492.0]"
星河能源有限公司006216,9.138827114e+017,,0,,5,1,,565,44624135,21184352,0.4747,28330,"(27972.0, 31390.0]"
创元机械有限公司006217,9.1355191037203e+017,0,0,国家级,1,4,4,5656,8491521,4972466,0.5856,34290,"(31390.0, 35000.0]"
启明信息股份有限公司006218,9.13256e+017,,0,国家级,6,5,2,565,2775210,347913,0.1254,23750,"(21190.0, 24530.0]"
天成装备集团有限公司006219,9.1363791595942e+017,0,,省级,6,6,7,-3434545,31395371,18335374,0.584,31010,"(27972.0, 31390.0]"
华信贸易有限公司006220,9.13675e+017,1,,国家级,1,7,7,343434,45180156,36789025,0.8143,1600,"(49.999, 3620.0]"
启明材料集团有限公司006221,9.13654910487e+017,0,0,省级,5,,4,676767,32815254,7282914,0.2219,10860,"(7318.0, 11047.0]"
瑞丰信息股份有限公司006222,9.1381e+017,0,1,县级,7,6,1,-2323432,4959170,4129663,0.8327,12740,"(11047.0, 14492.0]"
华信网络股份有限公司006223,9.1341e+017,0,0,国家级,6,,4,676767,13143044,736242,0.056,22870,"(21190.0, 24530.0]"
华信机械有限责任公司006224,9.1348668197376e+017,1,1,,2,1,3,565,19742046,18553922,0.9398,2530,"(49.999, 3620.0]"
盛世材料有限公司006225,9.1358469597994e+017,0,1,县级,1,7,1,676767,4990330,938586,0.1881,18280,"(17830.0, 21190.0]"
中原机械有限责任公司006226,9.13629860e+017,1,1,国家级,,1,,343434,5447757,1445824,0.2654,2400,"(49.999, 3620.0]"
盛世生物有限责任公司006227,9.137301392576116e+017,0,0,市级,,,5,6767,13815130,8326210,0.6027,25660,"(24530.0, 27972.0]"
启明医药股份有限公司006228,9.138932521795e+017,1,1,县级,7,5,7,343434,43033783,23830537,0.5538,17040,"(14492.0, 17830.0]"
汇通纺织股份有限公司006229,9.1305561292320263e+017,1,1,县级,,2,5,-3434545,24987863,1399630,0.056,5180,"(3620.0, 7318.0]"
华泰装备有限责任公司006230,9.1397823332749e+017,1,1,市级,6,7,1,343434,9640100,2549713,0.2645,130,"(49.999, 3620.0]"
创元化工有限责任公司006231,9.13556044e+017,1,0,,7,3,5,5656,33560769,19582520,0.5835,9120,"(7318.0, 11047.0]"
汇通建设有限公司006232,9.13443e+017,0,,省级,4,6,6,565656,46852179,25262280,0.5392,7240,"(3620.0, 7318.0]"
宏达装备集团有限公司006233,9.13762680e+017,1,1,省级,2,4,7,343434,30668773,6067213,0.1978,12250,"(11047.0, 14492.0]"
远航智能有限公司006234,9.130518074e+017,1,0,县级,1,6,6,343434,40077232,35205696,0.8784,34460,"(31390.0, 35000.0]"
汇通环保有限公司006235,9.1366705885649309e+017,1,0,市级,2,4,5,565656,41928990,7673496,0.183,32350,"(31390.0, 35000.0]"
启明化工有限责任公司006236,9.13408299805725e+017,0,1,县级,7,4,5,676767,47143424,20052845,0.4254,3070,"(49.999, 3620.0]"
金鼎网络股份有限公司006237,9.136584e+017,1,1,,3,3,,-2323432,3321025,1264723,0.3808,19440,"(17830.0, 21190.0]"
永泰电子股份有限公司006238,9.1335046e+017,1,1,市级,6,7,3,5656,21764258,5037610,0.2315,33870,"(31390.0, 35000.0]"
联创环保有限公司006239,9.13857714110254e+017,0,0,市级,5,2,3,5656,48661627,22137919,0.4549,17530,"(14492.0, 17830.0]"
天成环保股份有限公司006240,9.13445818359e+017,1,,市级,5,1,,676767,15698748,10073018,0.6416,20940,"(17830.0, 21190.0]"
星河贸易有限责任公司006241,9.1368680030337633e+017,0,1,省级,7,,,565,46811913,23143607,0.4944,19630,"(17830.0, 21190.0]"
宏达智能有限公司006242,9.1355297354e+017,0,0,市级,,2,7,565656,20193481,5004631,0.2478,2200,"(49.999, 3620.0]"
远航食品有限公司006243,9.133044337e+017,,1,,7,6,6,6767,21239302,4329922,0.2039,9730,"(7318.0, 11047.0]"
金鼎机械有限责任公司006244,9.138726186e+017,,,县级,4,5,4,565656,12174539,7932144,0.6515,1970,"(49.999, 3620.0]"
星河装备有限公司006245,9.1326568274e+017,0,0,国家级,2,2,1,565656,24185700,19067116,0.7884,6080,"(3620.0, 7318.0]"
金鼎化工有限公司006246,9.13724e+017,1,1,县级,3,1,2,5656,2993744,2471498,0.8256,7230,"(3620.0, 7318.0]"
联创信息有限公司006247,9.13851e+017,0,1,省级,6,4,2,343434,19539550,16271282,0.8327,20540,"(17830.0, 21190.0]"
星河环保有限责任公司006248,9.1330e+017,0,1,县级,3,4,,343434,19639946,7843379,0.3994,9160,"(7318.0, 11047.0]"
永泰电子有限公司006249,9.1311258652e+017,1,,县级,4,1,5,-2323432,47172792,35844909,0.7599,12070,"(11047.0, 14492.0]"
启明贸易股份有限公司006250,9.1345980617632e+017,1,0,国家级,6,1,1,6767,20746836,8653176,0.4171,31420,"(31390.0, 35000.0]"
启明建设有限公司006251,9.13298173410056e+017,1,0,省级,,1,,565,41635862,27324627,0.6563,13910,"(11047.0, 14492.0]"
金鼎建设集团有限公司006252,9.13678146562e+017,0,1,,4,1,2,565,39372026,20017201,0.5084,14280,"(11047.0, 14492.0]"
远航机械集团有限公司006253,9.1389404878e+017,0,0,县级,7,2,3,-3434545,45374213,25037585,0.5518,10590,"(7318.0, 11047.0]"
启明生物有限责任公司006254,9.1324078180411208e+017,0,,省级,6,1,1,-3434545,41657424,15734750,0.3777,31690,"(31390.0, 35000.0]"
嘉禾能源有限公司006255,9.1316448e+017,0,0,县级,7,7,6,-3434545,29715465,27061850,0.9107,16000,"(14492.0, 17830.0]"
金鼎电子股份有限公司006256,9.13179154e+017,,0,,,2,1,565,18388957,7096452,0.3859,29420,"(27972.0, 31390.0]"
远航网络有限公司006257,9.135098822e+017,0,1,县级,6,3,4,676767,27627599,20575503,0.7447,11580,"(11047.0, 14492.0]"
启明电子有限公司006258,9.139939409117e+017,1,0,市级,1,3,3,5656,12975636,9296953,0.7165,24470,"(21190.0, 24530.0]"
鼎盛智能有限公司006259,9.135393e+017,0,1,省级,6,1,5,5656,15920811,1434810,0.0901,7980,"(7318.0, 11047.0]"
天成化工有限公司006260,9.136353060e+017,0,0,县级,,6,7,-3434545,23651062,15753560,0.6661,10110,"(7318.0, 11047.0]"
鼎盛贸易有限公司006261,9.130659495402e+017,0,1,省级,1,7,,565656,5212269,2513116,0.4822,5340,"(3620.0, 7318.0]"
华泰机械有限责任公司006262,9.13767658e+017,0,0,市级,7,,2,565,18250926,15788560,0.8651,13450,"(11047.0, 14492.0]"
博雅机械集团有限公司006263,9.13398e+017,,1,国家级,2,2,6,343434,16573778,5258625,0.3173,26090,"(24530.0, 27972.0]"
鼎盛装备有限责任公司006264,9.1364349933540e+017,0,1,县级,7,3,2,565656,26972906,4591869,0.1702,15570,"(14492.0, 17830.0]"
天成能源有限责任公司006265,9.1396049e+017,,1,国家级,6,7,7,565656,5646137,1431277,0.2535,33340,"(31390.0, 35000.0]"
汇通机械有限责任公司006266,9.130786901635e+017,0,0,市级,2,6,2,565656,180408,104037,0.5767,24480,"(21190.0, 24530.0]"
汇通化工有限公司006267,9.135858272e+017,0,0,国家级,4,2,6,5656,38175322,32299608,0.8461,12480,"(11047.0, 14492.0]"
汇通环保有限公司006268,9.131507272e+017,,1,国家级,6,1,,5656,45575309,15479888,0.3397,6740,"(3620.0, 7318.0]"
远航信息股份有限公司006269,9.1338446914e+017,0,0,国家级,7,,7,6767,28973217,20212348,0.6976,12810,"(11047.0, 14492.0]"
鼎盛建设有限公司006270,9.1322904022241958e+017,1,1,县级,6,2,2,565,29971927,12202318,0.4071,33890,"(31390.0, 35000.0]"
启明能源股份有限公司006271,9.136730725876e+017,0,1,市级,2,,2,565656,4250964,3950569,0.9293,13820,"(11047.0, 14492.0]"
天成环保有限公司006272,9.137751220003e+017,0,0,国家级,7,,2,565,9151968,8377648,0.9154,12660,"(11047.0, 14492.0]"
创元生物有限责任公司006273,9.1320651214000973e+017,0,,省级,3,3,2,565656,47566768,40893508,0.8597,34360,"(31390.0, 35000.0]"
天成信息股份有限公司006274,9.136932381221e+017,0,1,县级,,,5,5656,47675066,23584702,0.4947,3370,"(49.999, 3620.0]"
汇通化工集团有限公司006275,9.134002e+017,1,,省级,7,4,4,565,7315292,5022818,0.6866,6490,"(3620.0, 7318.0]"
联创生物股份有限公司006276,9.135026e+017,0,0,省级,3,,,343434,23064188,10743297,0.4658,7610,"(7318.0, 11047.0]"
华泰纺织集团有限公司006277,9.1351982490081689e+017,0,0,国家级,,,3,-2323432,47628188,18037336,0.3787,10020,"(7318.0, 11047.0]"
华信食品股份有限公司006278,9.134743958285517e+017,0,0,国家级,2,1,1,5656,30086387,24753920,0.8228,21790,"(21190.0, 24530.0]"
天成食品有限公司006279,9.13851573622e+017,0,1,市级,6,4,4,-3434545,21750280,10450032,0.4805,1390,"(49.999, 3620.0]"
创元科技有限责任公司006280,9.1370361e+017,1,0,县级,1,5,4,5656,32786709,23938985,0.7301,21200,"(21190.0, 24530.0]"
盛世物流股份有限公司006281,9.13556593170e+017,0,1,省级,5,,5,-2323432,930774,380591,0.4089,290,"(49.999, 3620.0]"
