企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,实际授信额度,实际授信额度区间
永泰生物有限公司006323,9.13587810319836e+017,0,0,国家级,3,4,1,565,24280,"(21364.0, 24660.0]"
永泰纺织有限责任公司006324,9.1359603997476e+017,0,1,市级,3,2,5,6767,16630,"(14480.0, 17855.0]"
天成能源股份有限公司006325,9.13010e+017,0,1,省级,6,7,,565656,4710,"(3780.0, 7370.0]"
鼎盛科技股份有限公司006326,9.13738533137722e+017,1,0,省级,4,3,,-2323432,20710,"(17855.0, 21364.0]"
嘉禾贸易集团有限公司006327,9.134062451480682e+017,1,0,,4,2,5,676767,9450,"(7370.0, 10954.0]"
盛世装备有限公司006328,9.13009647e+017,1,1,国家级,3,,7,565656,8150,"(7370.0, 10954.0]"
盛世生物股份有限公司006329,9.1346567793876250e+017,,0,县级,7,7,7,565,12900,"(10954.0, 14480.0]"
启明智能集团有限公司006330,9.13235996775e+017,0,1,市级,7,4,,343434,26600,"(24660.0, 27972.0]"
金鼎建设集团有限公司006331,9.1300534906e+017,0,0,县级,1,4,5,676767,26830,"(24660.0, 27972.0]"
华信食品有限公司006332,9.139918212946163e+017,0,1,,1,4,2,-2323432,25720,"(24660.0, 27972.0]"
瑞丰信息有限责任公司006333,9.1315997340e+017,0,0,国家级,,5,4,676767,20270,"(17855.0, 21364.0]"
联创医药集团有限公司006334,9.13387e+017,1,,市级,6,5,6,6767,6420,"(3780.0, 7370.0]"
瑞丰信息集团有限公司006335,9.1317843837176471e+017,,1,,,7,2,565656,33580,"(31471.0, 35000.0]"
盛世网络有限责任公司006336,9.1367547e+017,1,1,市级,2,6,,343434,29660,"(27972.0, 31471.0]"
博雅食品有限责任公司006337,9.1352309014773779e+017,0,1,国家级,1,6,4,-2323432,2600,"(49.999, 3780.0]"
华泰环保股份有限公司006338,9.1311705759918e+017,0,1,省级,1,1,5,-2323432,12730,"(10954.0, 14480.0]"
华信装备有限责任公司006339,9.135528272566239e+017,0,0,省级,2,5,4,676767,23770,"(21364.0, 24660.0]"
华信科技有限公司006340,9.13520e+017,1,0,县级,7,2,4,-3434545,16780,"(14480.0, 17855.0]"
启明电子有限公司006341,9.13850417358764e+017,1,1,,,,7,343434,12930,"(10954.0, 14480.0]"
联创贸易有限责任公司006342,9.1307503e+017,1,1,国家级,3,3,5,6767,23150,"(21364.0, 24660.0]"
博雅纺织有限责任公司006343,9.13325234297e+017,0,1,国家级,6,5,5,5656,20430,"(17855.0, 21364.0]"
汇通建设有限公司006344,9.1364e+017,0,,市级,6,2,,-2323432,28710,"(27972.0, 31471.0]"
嘉禾生物有限公司006345,9.134493330195e+017,0,0,县级,1,6,7,6767,27810,"(24660.0, 27972.0]"
创元物流股份有限公司006346,9.136578344093e+017,0,0,国家级,3,2,3,343434,22160,"(21364.0, 24660.0]"
嘉禾生物有限公司006347,9.13394688859569e+017,0,1,省级,,2,6,6767,24920,"(24660.0, 27972.0]"
星河信息有限责任公司006348,9.134354128e+017,1,0,县级,3,,7,5656,33210,"(31471.0, 35000.0]"
金鼎化工有限公司006349,9.1399141847961986e+017,0,0,国家级,5,7,1,565656,13600,"(10954.0, 14480.0]"
创元网络集团有限公司006350,9.1312e+017,0,,省级,,6,4,565,6290,"(3780.0, 7370.0]"
汇通食品有限公司006351,9.13364e+017,0,,,3,7,6,565656,15470,"(14480.0, 17855.0]"
启明物流有限公司006352,9.13622e+017,0,0,国家级,2,6,1,676767,27920,"(24660.0, 27972.0]"
金鼎生物有限责任公司006353,9.13321664316e+017,1,1,国家级,7,1,5,-3434545,9690,"(7370.0, 10954.0]"
盛世机械有限责任公司006354,9.133700372275537e+017,0,0,市级,7,3,7,-2323432,19780,"(17855.0, 21364.0]"
博雅物流集团有限公司006355,9.1360e+017,0,1,,6,1,2,6767,28700,"(27972.0, 31471.0]"
金鼎物流有限责任公司006356,9.13805e+017,0,0,县级,1,5,6,343434,1630,"(49.999, 3780.0]"
金鼎材料有限责任公司006357,9.138990e+017,1,1,省级,,1,6,5656,8670,"(7370.0, 10954.0]"
嘉禾纺织有限责任公司006358,9.131436e+017,1,1,县级,,2,2,565656,10210,"(7370.0, 10954.0]"
华泰装备股份有限公司006359,9.1310904897883034e+017,1,0,国家级,3,4,2,343434,33210,"(31471.0, 35000.0]"
博雅材料股份有限公司006360,9.1323000e+017,0,0,国家级,5,3,6,343434,20410,"(17855.0, 21364.0]"
嘉禾电子股份有限公司006361,9.132329e+017,0,0,省级,,6,5,-3434545,390,"(49.999, 3780.0]"
永泰生物股份有限公司006362,9.132376661e+017,1,0,,2,6,4,343434,29730,"(27972.0, 31471.0]"
创元材料股份有限公司006363,9.132578408e+017,,0,,6,,6,5656,3570,"(49.999, 3780.0]"
天成网络有限责任公司006364,9.13852e+017,0,0,省级,6,5,5,-2323432,31540,"(31471.0, 35000.0]"
汇通建设有限责任公司006365,9.1358434883e+017,0,,市级,2,5,2,-3434545,25630,"(24660.0, 27972.0]"
博雅建设有限公司006366,9.130316442828310e+017,1,1,省级,7,3,5,676767,32120,"(31471.0, 35000.0]"
汇通材料股份有限公司006367,9.136598880e+017,1,,,6,6,5,6767,12410,"(10954.0, 14480.0]"
嘉禾材料股份有限公司006368,9.13135653e+017,0,0,市级,1,7,6,565656,32130,"(31471.0, 35000.0]"
瑞丰材料有限公司006369,9.1346132e+017,0,0,,1,2,7,-3434545,25050,"(24660.0, 27972.0]"
金鼎信息集团有限公司006370,9.130065834e+017,1,1,,3,,1,565,9560,"(7370.0, 10954.0]"
中原环保集团有限公司006371,9.1392540480205e+017,0,1,国家级,,4,4,565,8760,"(7370.0, 10954.0]"
永泰网络集团有限公司006372,9.13093342060e+017,0,0,,5,7,1,-3434545,2710,"(49.999, 3780.0]"
远航网络有限公司006373,9.13641221e+017,0,0,省级,7,6,7,-3434545,9000,"(7370.0, 10954.0]"
星河信息有限责任公司006374,9.131251991e+017,1,1,市级,3,5,2,5656,19860,"(17855.0, 21364.0]"
中原智能集团有限公司006375,9.138001521e+017,0,1,市级,1,4,7,5656,17920,"(17855.0, 21364.0]"
瑞丰物流有限责任公司006376,9.133003376929449e+017,1,1,市级,6,1,1,565656,21480,"(21364.0, 24660.0]"
永泰纺织有限公司006377,9.133003e+017,,0,县级,5,,,343434,23920,"(21364.0, 24660.0]"
中原信息股份有限公司006378,9.133904e+017,1,1,,6,1,5,343434,31040,"(27972.0, 31471.0]"
华信能源有限责任公司006379,9.132576105882e+017,0,1,,5,4,2,565,18880,"(17855.0, 21364.0]"
启明食品有限公司006380,9.13411e+017,1,0,,3,7,2,565,29570,"(27972.0, 31471.0]"
星河建设有限公司006381,9.1353911713300129e+017,0,1,,,4,3,565656,11900,"(10954.0, 14480.0]"
永泰信息集团有限公司006382,9.13655224295e+017,0,1,国家级,7,5,2,676767,18920,"(17855.0, 21364.0]"
永泰网络有限公司006383,9.139226691419927e+017,0,1,省级,7,2,4,676767,14080,"(10954.0, 14480.0]"
瑞丰网络集团有限公司006384,9.13202694e+017,1,,县级,3,3,1,-2323432,22750,"(21364.0, 24660.0]"
创元生物集团有限公司006385,9.13395e+017,0,1,省级,5,3,,5656,27880,"(24660.0, 27972.0]"
博雅化工有限公司006386,9.136652103054e+017,0,1,国家级,5,,2,565656,16610,"(14480.0, 17855.0]"
华泰贸易股份有限公司006387,9.133118293e+017,1,0,,2,,5,343434,21580,"(21364.0, 24660.0]"
天成智能集团有限公司006388,9.1340612838600e+017,1,1,县级,5,7,3,5656,20210,"(17855.0, 21364.0]"
远航机械有限公司006389,9.1384912890e+017,1,1,县级,7,5,5,343434,2110,"(49.999, 3780.0]"
博雅电子股份有限公司006390,9.132755646790e+017,1,,市级,,3,1,-2323432,2410,"(49.999, 3780.0]"
嘉禾能源股份有限公司006391,9.1353107151252087e+017,1,0,,,2,3,5656,28450,"(27972.0, 31471.0]"
星河信息股份有限公司006392,9.130118e+017,0,1,,1,2,5,-3434545,4500,"(3780.0, 7370.0]"
启明医药有限责任公司006393,9.130888e+017,1,1,县级,7,5,7,676767,15820,"(14480.0, 17855.0]"
远航机械有限责任公司006394,9.1310742471577191e+017,1,1,,6,5,2,-2323432,32340,"(31471.0, 35000.0]"
鼎盛科技集团有限公司006395,9.134188616e+017,0,1,省级,2,,3,6767,22290,"(21364.0, 24660.0]"
中原贸易有限责任公司006396,9.13887448e+017,0,1,省级,,7,1,343434,25480,"(24660.0, 27972.0]"
博雅纺织集团有限公司006397,9.13863814911255e+017,0,1,县级,6,6,5,676767,2570,"(49.999, 3780.0]"
星河智能有限公司006398,9.1395127923750e+017,1,,市级,3,6,1,676767,6740,"(3780.0, 7370.0]"
华信机械有限公司006399,9.13493258726655e+017,1,0,市级,3,4,,6767,31080,"(27972.0, 31471.0]"
联创信息有限公司006400,9.13590158278549e+017,0,1,省级,5,,7,6767,2640,"(49.999, 3780.0]"
鼎盛物流有限公司006401,9.13412508560383e+017,1,1,市级,3,,2,-2323432,860,"(49.999, 3780.0]"
创元智能股份有限公司006402,9.138447058035870e+017,1,0,国家级,,1,3,565656,2310,"(49.999, 3780.0]"
天成物流有限公司006403,9.130495913e+017,0,1,省级,5,3,6,565656,350,"(49.999, 3780.0]"
创元电子股份有限公司006404,9.136001e+017,0,1,省级,7,7,1,5656,20290,"(17855.0, 21364.0]"
远航网络有限公司006405,9.1326280978e+017,1,1,国家级,3,7,6,565,7170,"(3780.0, 7370.0]"
远航电子股份有限公司006406,9.135998520e+017,0,0,国家级,6,7,4,-3434545,6860,"(3780.0, 7370.0]"
瑞丰贸易有限公司006407,9.134167313291135e+017,0,1,国家级,1,,6,5656,26200,"(24660.0, 27972.0]"
中原信息有限公司006408,9.134998e+017,0,0,省级,,,7,565656,22150,"(21364.0, 24660.0]"
天成食品股份有限公司006409,9.1324e+017,0,0,国家级,2,7,3,-2323432,24360,"(21364.0, 24660.0]"
创元信息有限公司006410,9.1358346576830947e+017,1,0,市级,1,5,,-3434545,33000,"(31471.0, 35000.0]"
华信机械有限公司006411,9.1379283937334e+017,1,1,省级,3,7,2,-3434545,15240,"(14480.0, 17855.0]"
星河食品集团有限公司006412,9.13879550673207e+017,1,0,县级,2,2,7,565656,27170,"(24660.0, 27972.0]"
金鼎电子有限责任公司006413,9.1349e+017,0,0,国家级,3,7,3,565656,2400,"(49.999, 3780.0]"
博雅环保有限责任公司006414,9.1360455e+017,0,1,,,7,3,-2323432,24160,"(21364.0, 24660.0]"
华信能源集团有限公司006415,9.13676806e+017,0,1,市级,2,1,5,-2323432,2010,"(49.999, 3780.0]"
永泰纺织有限责任公司006416,9.1395500e+017,1,1,县级,4,7,1,6767,3710,"(49.999, 3780.0]"
汇通纺织有限公司006417,9.13349151664462e+017,0,1,省级,,,3,676767,27670,"(24660.0, 27972.0]"
华信机械有限责任公司006418,9.13241395175147e+017,,1,国家级,1,7,,-2323432,830,"(49.999, 3780.0]"
金鼎电子有限公司006419,9.13766872289e+017,0,0,,4,5,6,5656,19700,"(17855.0, 21364.0]"
金鼎能源集团有限公司006420,9.1368204052e+017,0,0,市级,4,5,2,-2323432,30230,"(27972.0, 31471.0]"
鼎盛信息集团有限公司006421,9.1334760e+017,1,0,省级,2,2,6,565656,21270,"(17855.0, 21364.0]"
汇通化工有限责任公司006422,9.13093830e+017,1,0,省级,5,4,,5656,4110,"(3780.0, 7370.0]"
瑞丰装备股份有限公司006423,9.137596804380411e+017,1,1,市级,5,2,6,565656,27710,"(24660.0, 27972.0]"
金鼎电子有限责任公司006424,9.1313e+017,0,1,国家级,4,3,5,565,12020,"(10954.0, 14480.0]"
金鼎能源有限责任公司006425,9.13335430883641e+017,1,0,省级,3,1,,676767,14290,"(10954.0, 14480.0]"
华泰医药集团有限公司006426,9.1360319717212831e+017,0,0,县级,7,1,,343434,10230,"(7370.0, 10954.0]"
华信生物有限责任公司006427,9.131177e+017,1,0,市级,4,7,3,565,1280,"(49.999, 3780.0]"
金鼎医药有限公司006428,9.132538202385e+017,0,,省级,2,6,4,343434,32340,"(31471.0, 35000.0]"
瑞丰食品集团有限公司006429,9.137912923e+017,1,1,,7,3,1,6767,4230,"(3780.0, 7370.0]"
联创建设有限责任公司006430,9.1354041094424e+017,1,0,省级,3,1,4,-3434545,23710,"(21364.0, 24660.0]"
创元医药有限公司006431,9.1304069685e+017,,0,国家级,5,,4,676767,4470,"(3780.0, 7370.0]"
华泰机械有限责任公司006432,9.1322864790562e+017,0,0,县级,7,2,4,5656,19600,"(17855.0, 21364.0]"
远航材料有限责任公司006433,9.1334647347e+017,1,0,县级,4,7,6,565656,33270,"(31471.0, 35000.0]"
盛世生物有限公司006434,9.132211e+017,0,0,市级,3,7,5,-2323432,32410,"(31471.0, 35000.0]"
永泰医药有限公司006435,9.138966672292e+017,1,0,省级,3,2,1,565,27670,"(24660.0, 27972.0]"
创元物流有限公司006436,9.1398515e+017,1,,,7,1,7,343434,18130,"(17855.0, 21364.0]"
博雅智能股份有限公司006437,9.1366161193e+017,1,1,国家级,7,6,,-2323432,28120,"(27972.0, 31471.0]"
创元环保有限责任公司006438,9.13780305032e+017,1,0,市级,2,3,6,5656,20360,"(17855.0, 21364.0]"
嘉禾科技有限公司006439,9.13673e+017,0,0,,2,1,6,565,26810,"(24660.0, 27972.0]"
远航网络有限责任公司006440,9.1318381438474096e+017,,1,国家级,5,6,2,676767,14300,"(10954.0, 14480.0]"
嘉禾智能股份有限公司006441,9.13994e+017,0,,国家级,4,3,,5656,30640,"(27972.0, 31471.0]"
星河医药集团有限公司006442,9.1325065e+017,0,0,省级,1,3,2,343434,22200,"(21364.0, 24660.0]"
启明能源有限公司006443,9.1392579972726e+017,0,0,市级,1,3,4,-2323432,17320,"(14480.0, 17855.0]"
永泰信息集团有限公司006444,9.13769897e+017,1,1,省级,6,5,,565656,9610,"(7370.0, 10954.0]"
远航建设有限责任公司006445,9.13503e+017,0,1,国家级,,,,-2323432,33250,"(31471.0, 35000.0]"
永泰电子有限公司006446,9.134535236057e+017,0,0,国家级,3,5,5,343434,32040,"(31471.0, 35000.0]"
启明机械集团有限公司006447,9.13618775246746e+017,1,0,市级,1,4,2,5656,21710,"(21364.0, 24660.0]"
启明建设有限公司006448,9.13265968490100e+017,1,0,市级,3,6,7,343434,13570,"(10954.0, 14480.0]"
永泰装备有限公司006449,9.13566195008115e+017,1,1,国家级,4,5,4,-3434545,23670,"(21364.0, 24660.0]"
联创材料股份有限公司006450,9.135041492876e+017,,1,县级,6,4,,-3434545,15420,"(14480.0, 17855.0]"
博雅环保有限公司006451,9.13023975265230e+017,1,0,,2,1,3,5656,18930,"(17855.0, 21364.0]"
华信医药有限责任公司006452,9.1373966e+017,1,0,县级,7,2,4,676767,28070,"(27972.0, 31471.0]"
启明材料股份有限公司006453,9.135534644e+017,1,0,省级,,1,3,6767,1550,"(49.999, 3780.0]"
创元物流集团有限公司006454,9.1337757399e+017,0,0,市级,2,5,7,6767,13010,"(10954.0, 14480.0]"
创元科技股份有限公司006455,9.1300e+017,0,0,国家级,2,5,1,5656,4410,"(3780.0, 7370.0]"
博雅装备股份有限公司006456,9.138521808e+017,0,1,县级,5,4,4,5656,34870,"(31471.0, 35000.0]"
启明医药有限公司006457,9.13636e+017,1,1,县级,2,5,4,565,3090,"(49.999, 3780.0]"
启明信息集团有限公司006458,9.1312569746e+017,1,0,市级,6,4,4,676767,14530,"(14480.0, 17855.0]"
天成化工有限责任公司006459,9.1379e+017,1,1,,3,4,,343434,29770,"(27972.0, 31471.0]"
华信信息有限公司006460,9.1384728e+017,0,1,市级,6,2,,676767,32860,"(31471.0, 35000.0]"
联创科技有限公司006461,9.1379922765998316e+017,0,0,市级,5,6,3,-3434545,27970,"(24660.0, 27972.0]"
启明装备集团有限公司006462,9.13884529550552e+017,1,1,县级,6,1,3,-3434545,21190,"(17855.0, 21364.0]"
嘉禾化工股份有限公司006463,9.13645981186761e+017,0,,,5,1,6,565,10250,"(7370.0, 10954.0]"
星河医药股份有限公司006464,9.1311e+017,1,1,省级,7,5,,6767,24020,"(21364.0, 24660.0]"
远航食品有限公司006465,9.13370e+017,0,1,市级,6,5,,5656,34230,"(31471.0, 35000.0]"
永泰生物股份有限公司006466,9.13945230e+017,1,,国家级,2,2,5,5656,1080,"(49.999, 3780.0]"
鼎盛贸易集团有限公司006467,9.13905070759e+017,0,1,国家级,4,6,,676767,30950,"(27972.0, 31471.0]"
华信机械有限责任公司006468,9.132829292882e+017,0,1,,,,4,6767,33240,"(31471.0, 35000.0]"
汇通科技有限责任公司006469,9.1341184656e+017,1,0,国家级,1,5,2,-3434545,31540,"(31471.0, 35000.0]"
天成环保股份有限公司006470,9.13118e+017,1,,市级,,2,5,-2323432,2050,"(49.999, 3780.0]"
创元电子股份有限公司006471,9.13830875e+017,1,1,国家级,6,5,6,565656,1350,"(49.999, 3780.0]"
创元网络有限责任公司006472,9.139110258e+017,1,0,国家级,4,4,5,676767,26480,"(24660.0, 27972.0]"
中原物流有限公司006473,9.131680601814676e+017,1,1,省级,3,2,5,676767,3380,"(49.999, 3780.0]"
启明医药集团有限公司006474,9.134577346e+017,1,0,,,1,2,565656,2170,"(49.999, 3780.0]"
华信食品集团有限公司006475,9.138495779067e+017,0,0,国家级,7,5,1,5656,440,"(49.999, 3780.0]"
金鼎装备有限公司006476,9.1385710090e+017,0,0,国家级,6,7,,565,7810,"(7370.0, 10954.0]"
瑞丰生物股份有限公司006477,9.1332541572e+017,0,0,省级,5,,7,565,5230,"(3780.0, 7370.0]"
瑞丰纺织集团有限公司006478,9.1380510e+017,1,0,县级,2,6,7,565,18870,"(17855.0, 21364.0]"
嘉禾物流股份有限公司006479,9.13310e+017,0,1,县级,4,7,2,5656,23800,"(21364.0, 24660.0]"
创元信息股份有限公司006480,9.1334379168e+017,0,0,国家级,1,3,2,5656,10880,"(7370.0, 10954.0]"
永泰环保有限公司006481,9.1372179863767208e+017,0,0,市级,,2,3,-3434545,21270,"(17855.0, 21364.0]"
嘉禾物流股份有限公司006482,9.1358055e+017,1,0,市级,1,6,3,343434,28390,"(27972.0, 31471.0]"
金鼎电子集团有限公司006483,9.132088192e+017,1,,,2,6,5,-2323432,16840,"(14480.0, 17855.0]"
启明电子有限责任公司006484,9.13376e+017,1,1,国家级,4,,3,565,6490,"(3780.0, 7370.0]"
鼎盛化工股份有限公司006485,9.135984198114838e+017,1,0,市级,7,3,4,565,3950,"(3780.0, 7370.0]"
鼎盛建设有限公司006486,9.13781730192383e+017,1,0,国家级,6,6,4,565,3090,"(49.999, 3780.0]"
宏达纺织有限公司006487,9.13455124963e+017,1,0,市级,7,7,,6767,1820,"(49.999, 3780.0]"
博雅科技有限公司006488,9.138968001995852e+017,1,1,,1,6,1,6767,34290,"(31471.0, 35000.0]"
华信能源集团有限公司006489,9.133741e+017,1,1,国家级,3,,2,5656,29380,"(27972.0, 31471.0]"
嘉禾信息集团有限公司006490,9.1380366246273e+017,,0,市级,7,6,3,676767,13080,"(10954.0, 14480.0]"
永泰医药有限公司006491,9.1333743086679850e+017,0,1,市级,6,2,2,-3434545,11720,"(10954.0, 14480.0]"
远航智能集团有限公司006492,9.133602128149393e+017,0,0,国家级,,1,7,565,29980,"(27972.0, 31471.0]"
博雅生物有限公司006493,9.13019947318e+017,1,0,市级,7,7,5,-2323432,15620,"(14480.0, 17855.0]"
创元物流有限责任公司006494,9.131589830e+017,1,1,,7,3,4,6767,12700,"(10954.0, 14480.0]"
宏达网络集团有限公司006495,9.13273288126e+017,0,0,省级,6,3,,565656,7010,"(3780.0, 7370.0]"
嘉禾信息集团有限公司006496,9.13756935016e+017,1,,县级,7,5,6,-2323432,23350,"(21364.0, 24660.0]"
联创电子股份有限公司006497,9.138230515e+017,0,0,县级,6,7,4,565,18480,"(17855.0, 21364.0]"
星河网络集团有限公司006498,9.1358e+017,0,,,2,,1,-2323432,820,"(49.999, 3780.0]"
启明建设集团有限公司006499,9.1371140710056e+017,1,0,省级,7,6,6,-2323432,13010,"(10954.0, 14480.0]"
宏达物流有限责任公司006500,9.1308091120167e+017,0,0,国家级,4,4,7,565,22580,"(21364.0, 24660.0]"
中原装备集团有限公司006501,9.13353e+017,,0,国家级,6,3,7,6767,32420,"(31471.0, 35000.0]"
华信网络股份有限公司006502,9.134593767e+017,1,,县级,2,1,3,565,34030,"(31471.0, 35000.0]"
中原装备股份有限公司006503,9.13489e+017,1,0,省级,7,,,6767,8360,"(7370.0, 10954.0]"
远航机械有限责任公司006504,9.1376563264159700e+017,1,0,县级,7,5,7,565656,32950,"(31471.0, 35000.0]"
宏达医药有限责任公司006505,9.1381282697710e+017,0,,,1,1,1,676767,28110,"(27972.0, 31471.0]"
创元材料有限公司006506,9.1398165e+017,1,0,县级,3,2,,5656,10290,"(7370.0, 10954.0]"
创元医药有限责任公司006507,9.13377e+017,0,1,省级,3,2,7,5656,10920,"(7370.0, 10954.0]"
盛世生物集团有限公司006508,9.13314719112e+017,0,1,县级,7,1,7,565656,34330,"(31471.0, 35000.0]"
博雅建设集团有限公司006509,9.134773970625e+017,1,0,,2,2,6,565656,9110,"(7370.0, 10954.0]"
天成能源集团有限公司006510,9.132740842e+017,,1,省级,3,4,,5656,34700,"(31471.0, 35000.0]"
天成化工有限公司006511,9.13157786255336e+017,1,0,国家级,7,7,7,5656,26430,"(24660.0, 27972.0]"
华泰贸易有限责任公司006512,9.13017036731e+017,0,1,县级,5,4,5,565656,16790,"(14480.0, 17855.0]"
创元能源有限责任公司006513,9.13613421e+017,0,,,6,7,7,6767,32360,"(31471.0, 35000.0]"
联创智能有限责任公司006514,9.1372492928e+017,1,1,,6,7,6,-3434545,19820,"(17855.0, 21364.0]"
鼎盛生物股份有限公司006515,9.1349589013e+017,1,1,国家级,7,,3,565,18950,"(17855.0, 21364.0]"
远航食品有限公司006516,9.13234e+017,,0,国家级,5,2,6,6767,6650,"(3780.0, 7370.0]"
华信信息有限公司006517,9.13434825e+017,1,1,省级,5,2,6,565,33880,"(31471.0, 35000.0]"
博雅网络集团有限公司006518,9.1399852911667927e+017,0,0,国家级,2,,7,6767,13470,"(10954.0, 14480.0]"
远航材料有限公司006519,9.13154e+017,1,0,,5,1,2,-2323432,11310,"(10954.0, 14480.0]"
汇通建设股份有限公司006520,9.13903985377e+017,0,0,,3,6,7,5656,31510,"(31471.0, 35000.0]"
启明建设有限责任公司006521,9.1329229549573356e+017,0,0,市级,2,5,4,5656,34060,"(31471.0, 35000.0]"
华信装备有限责任公司006522,9.1398e+017,,1,省级,4,5,2,343434,4930,"(3780.0, 7370.0]"
中原环保有限责任公司006523,9.1309522538706e+017,0,0,国家级,5,7,4,-3434545,31610,"(31471.0, 35000.0]"
联创环保集团有限公司006524,9.1394596436460789e+017,0,1,市级,4,4,1,343434,27490,"(24660.0, 27972.0]"
华信医药股份有限公司006525,9.1308709850e+017,0,1,省级,,,1,-2323432,24640,"(21364.0, 24660.0]"
宏达材料有限公司006526,9.131015110e+017,1,0,,5,6,7,343434,21910,"(21364.0, 24660.0]"
华信医药集团有限公司006527,9.13154543355731e+017,0,0,国家级,5,4,3,6767,34300,"(31471.0, 35000.0]"
金鼎生物有限公司006528,9.130297857421e+017,1,0,国家级,2,7,,565656,12830,"(10954.0, 14480.0]"
星河装备有限公司006529,9.136501058670580e+017,1,1,,3,6,,5656,13860,"(10954.0, 14480.0]"
中原建设有限公司006530,9.13535916e+017,1,0,国家级,4,4,7,5656,8510,"(7370.0, 10954.0]"
博雅机械集团有限公司006531,9.1368826e+017,0,0,省级,,7,4,676767,25520,"(24660.0, 27972.0]"
嘉禾电子有限责任公司006532,9.1381e+017,1,1,国家级,,7,1,6767,5840,"(3780.0, 7370.0]"
盛世能源集团有限公司006533,9.1328011546e+017,1,0,县级,,6,6,5656,11700,"(10954.0, 14480.0]"
汇通生物集团有限公司006534,9.13900468290916e+017,0,1,国家级,6,1,2,5656,2350,"(49.999, 3780.0]"
瑞丰建设集团有限公司006535,9.1373e+017,0,1,省级,,2,5,5656,25910,"(24660.0, 27972.0]"
天成信息有限公司006536,9.1387070721e+017,1,0,国家级,4,4,7,565,29950,"(27972.0, 31471.0]"
金鼎材料有限责任公司006537,9.1321275323398e+017,1,0,国家级,5,6,6,343434,12580,"(10954.0, 14480.0]"
华信环保集团有限公司006538,9.1326e+017,1,0,市级,,1,,-2323432,19990,"(17855.0, 21364.0]"
永泰能源有限公司006539,9.1361531124744343e+017,0,0,市级,5,4,1,343434,29660,"(27972.0, 31471.0]"
瑞丰材料有限公司006540,9.13787353e+017,0,0,省级,5,6,1,565,11100,"(10954.0, 14480.0]"
瑞丰食品集团有限公司006541,9.13661080e+017,1,0,国家级,3,4,,676767,27030,"(24660.0, 27972.0]"
永泰环保集团有限公司006542,9.1374e+017,1,,县级,,,3,5656,1110,"(49.999, 3780.0]"
天成网络集团有限公司006543,9.135054726097e+017,0,1,国家级,3,,7,565656,2480,"(49.999, 3780.0]"
盛世信息有限公司006544,9.13123223644549e+017,1,0,,4,4,2,676767,3200,"(49.999, 3780.0]"
创元材料有限责任公司006545,9.1351482750641e+017,0,1,国家级,7,5,3,5656,34580,"(31471.0, 35000.0]"
瑞丰智能集团有限公司006546,9.1302e+017,0,1,国家级,6,2,5,565,24880,"(24660.0, 27972.0]"
瑞丰机械有限责任公司006547,9.13685175e+017,1,1,县级,,4,7,676767,23550,"(21364.0, 24660.0]"
启明材料集团有限公司006548,9.1377521752666e+017,1,1,县级,2,2,4,565656,24460,"(21364.0, 24660.0]"
汇通食品有限公司006549,9.1327664100585268e+017,0,,县级,6,1,1,343434,6070,"(3780.0, 7370.0]"
华泰信息股份有限公司006550,9.136247945e+017,0,1,国家级,1,5,5,565,8690,"(7370.0, 10954.0]"
鼎盛医药股份有限公司006551,9.1313338198e+017,0,1,,,5,5,5656,8110,"(7370.0, 10954.0]"
联创环保集团有限公司006552,9.1349e+017,,0,国家级,1,7,5,343434,18950,"(17855.0, 21364.0]"
瑞丰智能有限责任公司006553,9.1328356e+017,1,1,,2,6,5,-2323432,15250,"(14480.0, 17855.0]"
金鼎电子有限责任公司006554,9.1367516004595e+017,0,0,国家级,3,,6,6767,19130,"(17855.0, 21364.0]"
博雅化工股份有限公司006555,9.13626968269e+017,1,1,省级,4,7,7,565,23850,"(21364.0, 24660.0]"
华泰能源有限责任公司006556,9.135203559248e+017,0,0,县级,7,3,6,565,27050,"(24660.0, 27972.0]"
嘉禾化工有限责任公司006557,9.13790956e+017,1,0,国家级,,,7,565,7450,"(7370.0, 10954.0]"
远航能源集团有限公司006558,9.13415e+017,,1,省级,6,3,,565656,7780,"(7370.0, 10954.0]"
启明生物股份有限公司006559,9.13654278551e+017,0,1,市级,3,5,2,676767,33110,"(31471.0, 35000.0]"
永泰生物集团有限公司006560,9.131819363586e+017,0,1,县级,,3,1,5656,16220,"(14480.0, 17855.0]"
星河纺织有限公司006561,9.13101497e+017,1,0,县级,4,3,4,-3434545,12810,"(10954.0, 14480.0]"
金鼎生物股份有限公司006562,9.13166933498843e+017,1,1,省级,2,2,6,565656,29290,"(27972.0, 31471.0]"
鼎盛装备集团有限公司006563,9.13439e+017,0,0,,6,3,5,-3434545,23630,"(21364.0, 24660.0]"
联创电子股份有限公司006564,9.13222289e+017,0,0,省级,3,4,1,6767,9660,"(7370.0, 10954.0]"
中原食品集团有限公司006565,9.1387291e+017,0,,省级,7,7,1,6767,12280,"(10954.0, 14480.0]"
宏达装备有限责任公司006566,9.1356986972006e+017,0,0,省级,6,6,1,-2323432,7730,"(7370.0, 10954.0]"
远航能源有限责任公司006567,9.1382707e+017,1,1,省级,6,5,,676767,11810,"(10954.0, 14480.0]"
